substring,family,log10_span_cost,action,note,params
211212213214215216217218219220221222223224225,decimal_count_no_separator,3.322,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":211,""step"":1,""terms"":15}"
212213214215216217218219220221222223224225226,decimal_count_no_separator,3.322,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":212,""step"":1,""terms"":15}"
213214215216217218219220221222223224225226227,decimal_count_no_separator,3.322,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":213,""step"":1,""terms"":15}"
214215216217218219220221222223224225226227228,decimal_count_no_separator,3.322,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":214,""step"":1,""terms"":15}"
215216217218219220221222223224225226227228229,decimal_count_no_separator,3.322,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":215,""step"":1,""terms"":15}"
216217218219220221222223224225226227228229230,decimal_count_no_separator,3.322,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":216,""step"":1,""terms"":15}"
217218219220221222223224225226227228229230231,decimal_count_no_separator,3.322,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":217,""step"":1,""terms"":15}"
218219220221222223224225226227228229230231232,decimal_count_no_separator,3.322,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":218,""step"":1,""terms"":15}"
219220221222223224225226227228229230231232233,decimal_count_no_separator,3.322,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":219,""step"":1,""terms"":15}"
220221222223224225226227228229230231232233234,decimal_count_no_separator,3.342,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":220,""step"":1,""terms"":15}"
221222223224225226227228229230231232233234235,decimal_count_no_separator,3.342,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":221,""step"":1,""terms"":15}"
222223224225226227228229230231232233234235236,decimal_count_no_separator,3.342,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":222,""step"":1,""terms"":15}"
223224225226227228229230231232233234235236237,decimal_count_no_separator,3.342,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":223,""step"":1,""terms"":15}"
224225226227228229230231232233234235236237238,decimal_count_no_separator,3.342,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":224,""step"":1,""terms"":15}"
225226227228229230231232233234235236237238239,decimal_count_no_separator,3.342,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":225,""step"":1,""terms"":15}"
226227228229230231232233234235236237238239240,decimal_count_no_separator,3.342,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":226,""step"":1,""terms"":15}"
227228229230231232233234235236237238239240241,decimal_count_no_separator,3.342,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":227,""step"":1,""terms"":15}"
228229230231232233234235236237238239240241242,decimal_count_no_separator,3.342,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":228,""step"":1,""terms"":15}"
229230231232233234235236237238239240241242243,decimal_count_no_separator,3.342,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":229,""step"":1,""terms"":15}"
230231232233234235236237238239240241242243244,decimal_count_no_separator,3.362,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":230,""step"":1,""terms"":15}"
231232233234235236237238239240241242243244245,decimal_count_no_separator,3.362,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":231,""step"":1,""terms"":15}"
232233234235236237238239240241242243244245246,decimal_count_no_separator,3.362,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":232,""step"":1,""terms"":15}"
233234235236237238239240241242243244245246247,decimal_count_no_separator,3.362,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":233,""step"":1,""terms"":15}"
234235236237238239240241242243244245246247248,decimal_count_no_separator,3.362,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":234,""step"":1,""terms"":15}"
235236237238239240241242243244245246247248249,decimal_count_no_separator,3.362,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":235,""step"":1,""terms"":15}"
236237238239240241242243244245246247248249250,decimal_count_no_separator,3.362,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":236,""step"":1,""terms"":15}"
237238239240241242243244245246247248249250251,decimal_count_no_separator,3.362,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":237,""step"":1,""terms"":15}"
238239240241242243244245246247248249250251252,decimal_count_no_separator,3.362,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":238,""step"":1,""terms"":15}"
239240241242243244245246247248249250251252253,decimal_count_no_separator,3.362,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":239,""step"":1,""terms"":15}"
240241242243244245246247248249250251252253254,decimal_count_no_separator,3.380,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":240,""step"":1,""terms"":15}"
241242243244245246247248249250251252253254255,decimal_count_no_separator,3.380,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":241,""step"":1,""terms"":15}"
242243244245246247248249250251252253254255256,decimal_count_no_separator,3.380,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":242,""step"":1,""terms"":15}"
243244245246247248249250251252253254255256257,decimal_count_no_separator,3.380,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":243,""step"":1,""terms"":15}"
244245246247248249250251252253254255256257258,decimal_count_no_separator,3.380,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":244,""step"":1,""terms"":15}"
245246247248249250251252253254255256257258259,decimal_count_no_separator,3.380,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":245,""step"":1,""terms"":15}"
246247248249250251252253254255256257258259260,decimal_count_no_separator,3.380,score_only,Consecutive decimal integers concatenated without separators; intended to catch cases like 101112131415 or 100101102103104.,"{""start"":246,""step"":1,""terms"":15}"
